Dia Semana,Data,Atendimento,Demandante,Atuação,Modelo,Sem OS,Com OS,KM Terrestre,KM Aéreo,Preventiva,Corretiva,Instalacao,Treinamento,Viagem,Cidade,UF,Folga Trabalhada,Papelada,Plantao,Cod. IBGE UF,Cod. IBGE Cidade,Ano,Mes,MesNome
Terça,10/12/2024,integ online fraport porto Alegre das 09:00 as 10:30 + Corr e prev 100100TI pres pimenta Bueno / RO C4674/P6097,PCM,Trabalhado,CX100100TI,2,0,10,0,1,1,0,0,1,Pimenta Bueno,RO,0,0,0,11,1100189,2024,12,Dezembro
Quarta,11/12/2024,ida carro cerejeiras/RO + prev cad pub de cerejeiras 100100TI P6109,PCM,Trabalhado,CX100100TI,1,1,297,0,1,0,0,0,1,Cerejeiras,RO,0,0,0,11,1100056,2024,12,Dezembro
Quinta,12/12/2024,retorno Porto Velho,PCM,Trabalhado,,1,0,802,0,0,0,0,0,1,Porto Velho,RO,0,0,0,11,1100205,2024,12,Dezembro
Sexta,13/12/2024,corr pres Porto velho 100100ti C4694 + vôo volta PVH - GRU as 16:40,Diego,Trabalhado,CX100100TI,1,1,70,2474,0,1,0,0,1,Porto Velho,RO,0,0,0,11,1100205,2024,12,Dezembro
sábado,14/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Domingo,15/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Segunda,16/12/2024,vôo ida GRU - BSB - BVB as 07:10,PCM,Trabalhado,,1,0,70,3393,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2024,12,Dezembro
Terça,17/12/2024,prev Mapa rodoviária Boa vista Roraima 100100TI P6146,PCM,Trabalhado,CX100100TI,0,1,20,0,1,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2024,12,Dezembro
Quarta,18/12/2024,vôo volta BVB - BSB - GRU as 13:25,PCM,Trabalhado,,1,0,70,3393,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2024,12,Dezembro
Quinta,19/12/2024,levar material Feng + Papelada,Bruno,Trabalhado,,1,0,310,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2024,12,Dezembro
Sexta,20/12/2024,Suporte envio peça Boa Vista Diego,Diego,Trabalhado,,1,0,99,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2024,12,Dezembro
sábado,21/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Domingo,22/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Segunda,23/12/2024,Corr pres Romão Gomes HT2100DV C4753,Barbosa,Trabalhado,HT2100DV,0,1,86,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Terça,24/12/2024,Véspera natal,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Quarta,25/12/2024,Natal,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Quinta,26/12/2024,apoio Barbosa fotos,Barbosa,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Sexta,27/12/2024,Corr pen Mairinque 100100TI as 09:00 C4776 (Brasil na 5030),Mariana,Trabalhado,CX100100TI,0,1,308,0,0,1,0,0,0,Mairinque,SP,0,0,0,35,3528403,2024,12,Dezembro
sábado,28/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Domingo,29/12/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Segunda,30/12/2024,papelada + Corr casa maestro Carlos Gomes C4787,Diego,Trabalhado,HT2000GA,1,1,289,0,0,1,0,0,0,Campinas,SP,0,0,0,35,3509502,2024,12,Dezembro
Terça,31/12/2024,Véspera ano novo,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,12,Dezembro
Quarta,01/01/2025,Ano novo,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Quinta,02/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Sexta,03/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
sábado,04/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Domingo,05/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Segunda,06/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Terça,07/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Quarta,08/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Quinta,09/01/2025,leitores GRU para Ailton + Corr Anjun 100100D C4832,Ailton,Trabalhado,CX100100D,1,1,102,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2025,1,Janeiro
Sexta,10/01/2025,atualização GRU D220 e D304 C4860/4861 + apoio Pc GRU,Ailton,Trabalhado,CX100100TI,1,2,100,0,0,2,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2025,1,Janeiro
sábado,11/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Domingo,12/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Segunda,13/01/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Terça,14/01/2025,apoio Pc gru + papelada + corr. 100100D GRU C4865,Ailton,Trabalhado,CX100100D,2,1,102,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2025,1,Janeiro
Quarta,15/01/2025,Crachá definitivo Porto São Sebastião + Corr Porto São Sebastião FS6000 OS-C-FSMT506,Ranan,Trabalhado,FS6000,1,1,513,0,0,1,0,0,0,São Sebastião,SP,0,0,0,35,3550704,2025,1,Janeiro
Quinta,16/01/2025,Operação assistida FS6000 Porto São Sebastião,Ranan,Trabalhado,FS6000,1,0,422,0,0,0,0,0,0,São Sebastião,SP,0,0,0,35,3550704,2025,1,Janeiro
Sexta,17/01/2025,troca contatora FS6000 Porto São Sebastião OS-C-FSMT507,Ranan,Trabalhado,FS6000,0,1,433,0,0,1,0,0,0,São Sebastião,SP,0,0,0,35,3550704,2025,1,Janeiro
sábado,18/01/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,1,Janeiro
Domingo,19/01/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,1,Janeiro
Segunda,20/01/2025,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Terça,21/01/2025,compra pen drive Romão Gomes + papelada,Mariana,Trabalhado,,2,0,10,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Quarta,22/01/2025,desm Romão Gomes (backup dados) C4923,Mariana,Trabalhado,HT2100DV,0,1,85,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Quinta,23/01/2025,desm Romão Gomes (desmonte),Mariana,Trabalhado,HT2100DV,1,0,92,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Sexta,24/01/2025,alinhamento Goiás,Mariana,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
sábado,25/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Domingo,26/01/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,1,Janeiro
Segunda,27/01/2025,papelada + assinatura digital NR's + vôo ida GRU - GYN as 17:10,Mariana,Trabalhado,,3,0,50,806,0,0,0,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,1,Janeiro
Terça,28/01/2025,"Casa de Prisão Provisória - prev e desm (máquina quebrada, sem coleta de dados) P8071/C4964",Mariana,Trabalhado,HT2000GA,0,2,10,0,1,1,0,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,1,Janeiro
Quarta,29/01/2025,Casa de Prisão Provisória - embalagem e instalação I1184,Mariana,Trabalhado,HT2000GA,1,1,10,0,0,0,1,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,1,Janeiro
Quinta,30/01/2025,Casa de Prisão Provisória - instalação,Mariana,Trabalhado,HT2000GA,1,0,10,0,0,0,1,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,1,Janeiro
Sexta,31/01/2025,Casa de Prisão Provisória - treinamento,Mariana,Trabalhado,HT2000GA,1,0,10,0,0,0,0,1,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,1,Janeiro
sábado,01/02/2025,Folga + AP de Goiânia,0,Folga,,1,0,0,0,0,0,0,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Domingo,02/02/2025,Feriado Indaiatuba + AP de Goiânia,0,Feriado,,1,0,0,0,0,0,0,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Segunda,03/02/2025,pres. feminino Consuelo Nasser - coleta dados,Mariana,Trabalhado,HT2000GA,1,0,10,0,0,0,0,1,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Terça,04/02/2025,pres. feminino Consuelo Nasser - coleta dados,Mariana,Trabalhado,HT2000GA,1,0,10,0,0,0,0,1,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Quarta,05/02/2025,pres. feminino Consuelo Nasser - prev e Desm P8093/C5027 + Corr HT2000GAL CPP C5034,Mariana,Trabalhado,HT2000GA,0,3,10,0,1,2,0,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Quinta,06/02/2025,pres. feminino Consuelo Nasser - instalação I1190,Mariana,Trabalhado,HT2000GA,0,1,10,0,0,0,1,0,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
Sexta,07/02/2025,pres. feminino Consuelo Nasser - treinamento + vôo retorno GYN - GRU as 20:10,Mariana,Trabalhado,HT2000GA,1,0,50,806,0,0,0,1,1,Aparecida de Goiânia,GO,0,0,0,52,5201405,2025,2,Fevereiro
sábado,08/02/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Domingo,09/02/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Segunda,10/02/2025,vôo ida GRU-BSB-BVB as 07:05,PCM,Trabalhado,,1,0,70,3393,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2025,2,Fevereiro
Terça,11/02/2025,prev rod Boa vista 100100TI P6431,PCM,Trabalhado,CX100100TI,0,1,22,0,1,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2025,2,Fevereiro
Quarta,12/02/2025,vôo volta BVB-BSB-CGH as 00:35,PCM,Trabalhado,,1,0,70,3393,0,0,0,0,1,Boa Vista,RR,0,0,0,14,1400100,2025,2,Fevereiro
Quinta,13/02/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Sexta,14/02/2025,alinhamento férias,Mariana,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
sábado,15/02/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Domingo,16/02/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Segunda,17/02/2025,"Corr porto São Sebastião 100100TI (entrada não autorizada, sem defeito) + papelada",Paulinele,Trabalhado,,2,0,428,0,0,0,0,0,0,São Sebastião,SP,0,0,0,35,3550704,2025,2,Fevereiro
Terça,18/02/2025,curso CCR Curitiba,PCM,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Quarta,19/02/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Quinta,20/02/2025,levar ferramentas e tubo GRU - Fábrica,Mariana,Trabalhado,,1,0,311,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2025,2,Fevereiro
Sexta,21/02/2025,Folga Plantão + papelada,0,Folga Plantão,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
sábado,22/02/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,2,Fevereiro
Domingo,23/02/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,2,Fevereiro
Segunda,24/02/2025,reunião online DGPP,Mariana,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
Terça,25/02/2025,vôo ida GRU - GYN as 09:10 + Corr aerop Goiânia 6040 weknow C5169,Mariana,Trabalhado,CX6040D,1,1,100,806,0,1,0,0,1,Goiânia,GO,0,0,0,52,5208707,2025,2,Fevereiro
Quarta,26/02/2025,Corr aerop Goiânia (trein walteneur),Mariana,Trabalhado,CX6040D,1,0,34,0,0,0,0,1,1,Goiânia,GO,0,0,0,52,5208707,2025,2,Fevereiro
Quinta,27/02/2025,Corr aerop Goiânia C5170/C5171/C5172/C5187 03 100100D e TR2000DC + vôo retorno GYN - GRU as 20:10,Mariana,Trabalhado,TR2000DC,1,4,76,806,0,4,0,0,1,Goiânia,GO,0,0,0,52,5208707,2025,2,Fevereiro
Sexta,28/02/2025,Carnaval + Papelada + rem casa Osasco 2 HT2000 R1013,Bruno,Trabalhado,HT2000GA,1,0,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,2,Fevereiro
sábado,01/03/2025,Plantão + Carnaval,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,3,Março
Domingo,02/03/2025,Plantão + Carnaval,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,3,Março
Segunda,03/03/2025,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Terça,04/03/2025,Carnaval,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Quarta,05/03/2025,Carnaval + vôo ida GRU - GYN 08:50 + inst Pontalina/GO Yingli MA HT2000 I1216,Mariana,Trabalhado,HT2000GA,1,1,185,806,0,0,1,0,1,Pontalina,GO,0,0,0,52,5217708,2025,3,Março
Quinta,06/03/2025,inst HT2000GA Pontalina/GO + Corr aerop Goiânia 6040 C5213,Mariana,Trabalhado,CX6040D,1,1,264,0,0,1,1,0,1,Pontalina,GO,0,0,0,52,5217708,2025,3,Março
Sexta,07/03/2025,trei HT2000GA Pontalina/GO + voo volta GYN - GRU as 19:35,Mariana,Trabalhado,HT2000GA,2,0,191,806,0,0,0,1,1,Pontalina,GO,0,0,0,52,5217708,2025,3,Março
sábado,08/03/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Domingo,09/03/2025,Folga + vôo ida GRU - CWB as 22:05,Mariana,Trabalhado,,1,0,70,359,0,0,0,0,1,Curitiba,PR,1,0,0,41,4106902,2025,3,Março
Segunda,10/03/2025,assistida aerop Curitiba C5286/C5287/C5288/C5289/C5290/C5291 + Corr aerop Curitiba 100100D C5238,Mariana,Trabalhado,CX100100D,0,7,31,0,0,7,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Terça,11/03/2025,assistida aerop Curitiba,Mariana,Trabalhado,CX100100D,1,0,33,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Quarta,12/03/2025,assistida aerop Curitiba + papelada,Mariana,Trabalhado,CX100100D,2,0,28,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Quinta,13/03/2025,assistida aerop Curitiba,Mariana,Trabalhado,CX100100D,1,0,24,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Sexta,14/03/2025,assistida aerop Curitiba + vôo volta CWB - GRU as 19:30,Mariana,Trabalhado,CX100100D,2,0,78,359,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
sábado,15/03/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Domingo,16/03/2025,Folga + vôo ida GRU - CWB as 22:05,Mariana,Trabalhado,,1,0,61,359,0,0,0,0,1,Curitiba,PR,1,0,0,41,4106902,2025,3,Março
Segunda,17/03/2025,assistida aerop Curitiba + vistoria cabo 10 mts 100100D + Corr aerop Curitiba 100100D C5283,Mariana,Trabalhado,CX100100D,2,1,32,0,0,1,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Terça,18/03/2025,assistida aerop Curitiba,Mariana,Trabalhado,CX100100D,1,0,29,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Quarta,19/03/2025,assistida aerop Curitiba,Mariana,Trabalhado,CX100100D,1,0,31,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Quinta,20/03/2025,assistida aerop Curitiba,Mariana,Trabalhado,CX100100D,1,0,29,0,0,0,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
Sexta,21/03/2025,assistida aerop Curitiba + rem aerop Joinville R1027 + Corr aerop Curitiba 100100D C5324 + vôo volta CWB - GRU as 19:30,Mariana,Trabalhado,CX100100D,2,2,93,359,0,2,0,1,1,Curitiba,PR,0,0,0,41,4106902,2025,3,Março
sábado,22/03/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Domingo,23/03/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Segunda,24/03/2025,Férias + papelada,0,Férias,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Terça,25/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Quarta,26/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Quinta,27/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Sexta,28/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
sábado,29/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Domingo,30/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Segunda,31/03/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,3,Março
Terça,01/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Quarta,02/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Quinta,03/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Sexta,04/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
sábado,05/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Domingo,06/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Segunda,07/04/2025,Férias,0,Férias,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Terça,08/04/2025,pesquisa O.S. aerop Curitiba e aerop Goiânia,Mariana,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Quarta,09/04/2025,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Quinta,10/04/2025,docs PCM,PCM,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Sexta,11/04/2025,rem aerovip GRU cx100100TI R1048,PCM,Trabalhado,CX100100TI,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
sábado,12/04/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,4,Abril
Domingo,13/04/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,4,Abril
Segunda,14/04/2025,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Terça,15/04/2025,ida carro São Sebastião + troca peças porto São Sebastião FS6000 OS-C-FSMT515,Mariana,Trabalhado,FS6000,1,1,202,0,0,1,0,0,1,São Sebastião,SP,0,0,0,35,3550704,2025,4,Abril
Quarta,16/04/2025,troca peças porto São Sebastião FS6000 + tec novo Jhonatan,Mariana,Trabalhado,FS6000,2,0,5,0,0,0,0,0,1,São Sebastião,SP,0,0,0,35,3550704,2025,4,Abril
Quinta,17/04/2025,troca peças porto São Sebastião FS6000 + tec novo Jhonatan + corr 100100D C5493 + volta carro casa,Mariana,Trabalhado,FS6000,3,1,210,0,0,1,0,0,1,São Sebastião,SP,0,0,0,35,3550704,2025,4,Abril
Sexta,18/04/2025,Paixão de Cristo,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
sábado,19/04/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Domingo,20/04/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Segunda,21/04/2025,Tiradentes,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Terça,22/04/2025,papelada + vôo ida GRU - BSB as 14:15 (voo Brasilia para encontrar Tec Hugo),Mariana,Trabalhado,,2,0,50,861,0,0,0,0,1,Goiânia,GO,0,0,0,52,5208707,2025,4,Abril
Quarta,23/04/2025,ida Brasília - Niquelândia/GO carro tec Hugo + inst pres Niquelândia HT2000GA com Hugo I1264 (hugo),Mariana,Trabalhado,HT2000GA,2,0,270,0,0,0,1,0,1,Niquelandia,GO,0,0,0,52,5214606,2025,4,Abril
Quinta,24/04/2025,inst pres Niquelândia HT2000GA com Hugo,Mariana,Trabalhado,HT2000GA,1,0,10,0,0,0,1,0,1,Niquelandia,GO,0,0,0,52,5214606,2025,4,Abril
Sexta,25/04/2025,trein pres Niquelândia HT2000GA com Hugo + retorno carro tec Hugo + voo volta BSB - GRU as 18:50 (adiantei),Mariana,Trabalhado,HT2000GA,3,0,270,861,0,0,0,1,1,Niquelandia,GO,0,0,0,52,5214606,2025,4,Abril
sábado,26/04/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Domingo,27/04/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,4,Abril
Segunda,28/04/2025,voo ida GRU - GYN as 09:05 + inst Inhumas / GO com técnico Gilson I1269,Mariana,Trabalhado,HT2000GA,1,1,100,806,0,0,1,0,1,Inhumas,GO,0,0,0,52,5210000,2025,4,Abril
Terça,29/04/2025,inst Inhumas / GO com técnico Gilson,Mariana,Trabalhado,HT2000GA,1,0,50,0,0,0,1,0,1,Inhumas,GO,0,0,0,52,5210000,2025,4,Abril
Quarta,30/04/2025,trein Inhumas / GO com técnico Gilson + voo volta GYN - GRU as 20:20,Mariana,Trabalhado,HT2000GA,2,0,100,806,0,0,0,1,1,Inhumas,GO,0,0,0,52,5210000,2025,4,Abril
Quinta,01/05/2025,Dia do trabalho,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,5,Maio
Sexta,02/05/2025,Fábrica emendou,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,5,Maio
sábado,03/05/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,5,Maio
Domingo,04/05/2025,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2025,5,Maio
Segunda,05/05/2025,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,5,Maio
Terça,06/05/2025,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,5,Maio
Quarta,07/05/2025,teste MW1000 Unicamp as 08:00 C5612,PCM,Trabalhado,MW1000,0,1,167,0,0,0,1,0,1,Campinas,SP,0,0,0,35,3509502,2025,5,Maio
Quinta,08/05/2025,Corr Porto São Sebastião com chineses OS-C-FSMT523,Ranan,Trabalhado,FS6000,0,1,361,0,0,1,0,0,1,São Sebastião,SP,0,0,0,35,3550704,2025,5,Maio
Sexta,09/05/2025,Corr Porto São Sebastião com chineses,Ranan,Trabalhado,FS6000,1,0,214,0,0,0,0,0,0,São Sebastião,SP,0,0,0,35,3550704,2025,5,Maio
sábado,10/05/2025,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2025,5,Maio
